District,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
South Tripura,219171.0,9862.695,114407.262,44906.0,1616.6160000000002,30850.422000000002
Dhalai,89457.0,6440.904,40076.736,14071.0,1266.3899999999999,7119.926
North Tripura,150437.0,12486.271,63935.725,42184.0,2995.064,24466.719999999998
West Garo Hills,139351.0,7664.305,62986.652,18594.0,1171.422,10896.083999999999
East Garo Hills,62698.0,2257.128,29593.456000000002,11518.0,138.216,6461.598000000001
South Garo Hills,35930.0,1437.2,15988.85,3713.0,100.251,2042.15
West Khasi Hills,74832.0,6884.544,25817.039999999997,12299.0,565.754,5854.3240000000005
Ribhoi,57988.0,3421.2920000000004,23021.236,5736.0,177.816,3556.32
East Khasi Hills,106248.0,9881.064000000002,39736.752,108843.0,2285.703,80108.448
Jaintia Hills,76546.0,6429.8640000000005,34216.062,7171.0,150.591,5887.391
Kokrajhar,204896.0,26636.48,64747.136,17115.0,804.405,11860.695
Dhubri,460602.0,81065.952,83368.96200000001,60417.0,7370.874,28275.156
Goalpara,,,,39504.0,3160.32,17697.791999999998
Barpeta,447189.0,84071.532,79599.642,52192.0,3862.2080000000005,30166.976
Morigaon,232206.0,34366.488000000005,52246.35,25275.0,2325.3,11980.349999999999
Nagaon,674999.0,93149.86200000001,179549.734,124186.0,7326.974,61472.07
Sonitpur,483325.0,49299.149999999994,151764.05,64528.0,2903.7599999999998,40265.472
Lakhimpur,293239.0,28444.182999999997,74482.706,34694.0,1908.17,19324.558
Dhemaji,211758.0,21175.800000000003,49763.13,16504.0,1188.2880000000002,7129.728000000001
Tinsukia,290704.0,14535.2,111048.928,90910.0,4545.5,51455.060000000005
Dibrugarh,299852.0,17091.564000000002,118741.392,77163.0,3163.6829999999995,49847.297999999995
Sivasagar,360182.0,21971.102,119220.24200000001,45047.0,1756.833,26037.165999999997
Jorhat,286330.0,23192.73,87903.31,80824.0,3232.96,48251.928
Golaghat,292893.0,23138.547,81131.36099999999,34190.0,1435.98,19078.019999999997
Karbi Anglong,215691.0,9274.713,65354.373,37185.0,1338.66,16324.215
Dima Hasao,37610.0,1692.45,12411.300000000001,21309.0,703.197,10824.972
Cachar,346227.0,42239.693999999996,105253.008,88933.0,5424.913,49713.54699999999
Karimganj,261945.0,39029.805,70201.26000000001,32695.0,2844.4649999999997,17786.08
Hailakandi,159215.0,26748.120000000003,36937.88,16202.0,1231.3519999999999,9688.796
Bongaigaon,181923.0,22740.375,41842.29,38470.0,1654.2099999999998,25313.26
Chirang,129018.0,14062.962,40253.616,11613.0,1718.7240000000002,5179.398
Kamrup,390596.0,48043.308000000005,110148.07199999999,43849.0,3727.1650000000004,19732.05
Kamrup Metropolitan,61334.0,6194.7339999999995,22816.248000000003,366858.0,14307.462,249096.58200000002
Nalbari,210706.0,20017.07,61315.44600000001,28238.0,2400.23,13130.67
Baksa,291641.0,32663.791999999998,70285.481,3580.0,268.5,1317.44
Darrang,268517.0,47796.026000000005,65518.148,20189.0,1736.254,11164.516999999998
Udalguri,267790.0,28653.53,78194.68,,,
Darjiling,303284.0,24262.72,111001.944,215675.0,11430.775,130699.05
Jalpaiguri,798378.0,127740.48,204384.768,,,
Koch Bihar,803407.0,101229.282,233791.43700000003,,,
Uttar Dinajpur,683981.0,84813.644,199038.47100000002,94269.0,13763.274,41289.82199999999
Dakshin Dinajpur,390949.0,46522.931000000004,116111.85299999999,70077.0,6517.161000000001,38332.119000000006
Maldah,830318.0,93825.93400000001,239961.90199999997,,,
Murshidabad,1501066.0,255181.22000000003,390277.16000000003,350899.0,40704.284,131938.024
Birbhum,831044.0,129642.864,260116.772,134565.0,12514.545000000002,68897.28
Barddhaman,1364868.0,128297.592,518649.84,862368.0,54329.184,467403.456
Nadia,1081381.0,168695.436,322251.538,468390.0,49649.34,218269.74000000002
North Twenty Four Parganas,1209337.0,238239.38899999997,405127.895,1649803.0,89089.36200000001,989881.7999999999
Hugli,992085.0,116073.94499999999,416675.7,647953.0,34341.509,386179.988
Bankura,900515.0,105360.25499999999,315180.25,90885.0,8088.765000000001,45715.155
Puruliya,653219.0,48338.206000000006,184207.75799999997,99433.0,6662.011,47628.407
Haora,483384.0,67190.376,217039.416,869313.0,56505.345,492900.4710000001
Kolkata,0.0,,,1308106.0,35318.862,854193.218
South Twenty Four Parganas,1568802.0,254145.924,520842.264,,,
Paschim Medinipur,1364335.0,180092.22,454323.55499999993,201048.0,16686.984,115200.50399999999
Purba Medinipur,1193006.0,215934.08600000004,381761.92,,,
Garhwa,272872.0,12552.112,88410.528,,,
Chatra,200974.0,9043.83,73355.51,14528.0,595.6479999999999,6711.936000000001
Kodarma,116714.0,4901.988,49136.594000000005,34771.0,1877.6340000000002,16516.225
Giridih,452564.0,14029.484,187361.49599999998,46886.0,1594.124,25834.186
Deoghar,257373.0,13126.023,81072.495,64337.0,2702.154,35707.035
Godda,276454.0,25433.768,72430.948,15576.0,654.192,8629.104
Sahibganj,223450.0,16311.849999999999,58320.450000000004,37543.0,2928.354,16143.49
Pakur,200588.0,14241.748,61179.34,16587.0,945.4590000000001,7613.432999999999
Dhanbad,258764.0,12161.908,108163.352,405455.0,15812.745,204349.32
Bokaro,250312.0,10262.792,110637.904,258452.0,8270.464,151969.77599999998
Lohardaga,,,,14725.0,647.9000000000001,8084.024999999999
Purbi Singhbhum,262537.0,15227.145999999999,104227.189,342126.0,7868.898,241540.95599999998
Palamu,355529.0,22398.327,106303.171,52375.0,2828.2500000000005,27182.625
Latehar,146377.0,3220.2940000000003,56062.390999999996,14137.0,706.85,7280.555
Hazaribagh,312983.0,10328.439,143346.21399999998,68765.0,2062.95,42084.18
Ramgarh,134067.0,5094.546,59793.882,118558.0,4268.088000000001,65206.90000000001
Dumka,303697.0,18221.82,83212.97799999999,23281.0,1164.05,13363.293999999998
Jamtara,165555.0,8112.195000000001,50163.165,20113.0,663.729,12168.365
Ranchi,420740.0,12622.199999999999,159460.46,310242.0,12719.921999999999,192039.798
Khunti,,,,,,
Gumla,216629.0,6282.241,59789.60400000001,16445.0,822.25,8666.515000000001
Simdega,144169.0,4180.901,48008.276999999995,11114.0,444.56,5912.648
Pashchimi Singhbhum,336928.0,13477.12,144542.112,63396.0,2852.8199999999997,35882.136000000006
Saraikela-Kharsawan,217248.0,7820.928000000001,84943.96800000001,,,
Bargarh,411566.0,34983.11,96718.01,47395.0,2227.565,22180.859999999997
Jharsuguda,103224.0,6090.216,22193.16,73962.0,4141.871999999999,35205.912000000004
Sambalpur,,,,94798.0,4929.496,49674.152
Debagarh,91408.0,12248.672,10329.104000000001,7350.0,404.25,2307.9
Sundargarh,387911.0,22498.838,67884.425,230151.0,10126.644,110472.48
Kendujhar,,,,83664.0,6442.128,35724.528000000006
Mayurbhanj,689110.0,59263.45999999999,123350.68999999999,64479.0,5222.799,30498.567
Baleshwar,601154.0,69733.864,155097.73200000002,82440.0,5935.68,40642.92
Bhadrak,,,,54244.0,4014.0560000000005,21317.891999999996
Kendrapara,414749.0,31106.175,145162.15,23494.0,2067.472,10783.746
Jagatsinghapur,309685.0,21987.635,109318.805,43047.0,1592.7390000000003,16659.189000000002
Cuttack,579529.0,58532.429,199357.976,210768.0,13489.152,118030.08000000002
Jajapur,495611.0,72359.20599999999,134806.192,45528.0,3186.9600000000005,22627.416
Dhenkanal,,,,36979.0,2810.404,18489.5
Anugul,340410.0,40849.2,79315.53,,,
Nayagarh,261646.0,31920.811999999998,59916.933999999994,26688.0,2028.288,11208.96
Khordha,331834.0,28205.890000000003,95236.358,356895.0,18201.645,205214.62499999997
Puri,402014.0,45025.56799999999,96885.37400000001,72210.0,4188.179999999999,33505.439999999995
Ganjam,795476.0,75570.22,222733.28000000003,219918.0,11435.736,116556.54000000001
Gajapati,152095.0,8973.605000000001,40305.175,,,
Kandhamal,218446.0,14417.436000000002,51990.148,24489.0,1567.296,11044.539
Baudh,131377.0,6174.719,25487.137999999995,6577.0,355.158,2453.221
Subarnapur,176927.0,12738.744,31669.932999999997,16575.0,961.3499999999999,5254.275
Balangir,476770.0,33373.9,112994.48999999999,62192.0,4229.0560000000005,28110.784
Nuapada,197258.0,9468.384,42804.986,11869.0,771.485,4664.517
Kalahandi,456336.0,42895.584,90810.86399999999,38412.0,2650.4280000000003,17016.516
Rayagada,237343.0,13528.551000000001,57199.66300000001,49205.0,2115.815,28637.310000000005
Nabarangapur,342840.0,15084.960000000001,87767.04000000001,29424.0,1441.776,12505.199999999999
Koraput,381789.0,20234.817,107664.49799999999,78339.0,4386.9839999999995,42616.416000000005
Malkangiri,167884.0,12423.416000000001,41467.348,15839.0,1330.476,6953.321
Koriya,121852.0,2680.744,56539.327999999994,59763.0,776.9190000000001,35260.17
Surguja,,,,65167.0,1042.672,42619.218
Jashpur,,,,20722.0,248.66400000000002,11852.984000000002
Raigarh,,,,66638.0,1999.1399999999999,37317.280000000006
Raigarh,,,,66638.0,733.018,53510.314
Raigarh,,,,377160.0,11314.8,211209.6
Raigarh,,,,377160.0,4148.76,302859.48
Raigarh,,,,66638.0,1999.1399999999999,37317.280000000006
Raigarh,,,,66638.0,733.018,53510.314
Raigarh,,,,377160.0,11314.8,211209.6
Raigarh,,,,377160.0,4148.76,302859.48
Raigarh,581868.0,27929.664,211799.952,66638.0,1999.1399999999999,37317.280000000006
Raigarh,581868.0,27929.664,211799.952,66638.0,733.018,53510.314
Raigarh,581868.0,27929.664,211799.952,377160.0,11314.8,211209.6
Raigarh,581868.0,27929.664,211799.952,377160.0,4148.76,302859.48
Raigarh,581868.0,20947.248000000003,389851.56,66638.0,1999.1399999999999,37317.280000000006
Raigarh,581868.0,20947.248000000003,389851.56,66638.0,733.018,53510.314
Raigarh,581868.0,20947.248000000003,389851.56,377160.0,11314.8,211209.6
Raigarh,581868.0,20947.248000000003,389851.56,377160.0,4148.76,302859.48
Korba,206598.0,6611.136,85531.572,,,
Janjgir - Champa,379583.0,21256.647999999997,129058.22000000002,61190.0,2325.22,29126.440000000002
Kabeerdham,187311.0,11613.282,59377.587,23868.0,1217.268,13055.796
Rajnandgaon,313604.0,10662.536,145825.86000000002,76528.0,1913.2,46758.608
Durg,,,,349741.0,7694.302000000001,228380.87300000002
Raipur,673499.0,39736.441000000006,237745.147,395001.0,11455.028999999999,253590.642
Mahasamund,274793.0,12640.478,89857.311,35774.0,1466.734,18280.514
Dhamtari,168689.0,7084.938,65620.02100000001,41792.0,1462.72,22400.512000000002
Uttar Bastar Kanker,169191.0,5075.73,81550.062,24878.0,796.096,13807.29
Bastar,316425.0,10758.45,137961.3,54894.0,1591.926,32442.354
Narayanpur,26916.0,1184.304,10120.416,6179.0,135.93800000000002,2527.211
Dakshin Bastar Dantewada,106545.0,3409.44,49436.88,31304.0,907.8159999999999,18782.399999999998
Bijapur,50449.0,2118.858,19574.212,7942.0,246.202,2724.1059999999998
Bijapur,50449.0,2118.858,19574.212,7942.0,230.31799999999998,5448.2119999999995
Bijapur,50449.0,2118.858,19574.212,131041.0,4062.271,44947.062999999995
Bijapur,50449.0,2118.858,19574.212,131041.0,3800.189,89894.12599999999
Bijapur,50449.0,3430.532,25577.643,7942.0,246.202,2724.1059999999998
Bijapur,50449.0,3430.532,25577.643,7942.0,230.31799999999998,5448.2119999999995
Bijapur,50449.0,3430.532,25577.643,131041.0,4062.271,44947.062999999995
Bijapur,50449.0,3430.532,25577.643,131041.0,3800.189,89894.12599999999
Bijapur,396449.0,16650.858,153822.21199999997,7942.0,246.202,2724.1059999999998
Bijapur,396449.0,16650.858,153822.21199999997,7942.0,230.31799999999998,5448.2119999999995
Bijapur,396449.0,16650.858,153822.21199999997,131041.0,4062.271,44947.062999999995
Bijapur,396449.0,16650.858,153822.21199999997,131041.0,3800.189,89894.12599999999
Bijapur,396449.0,26958.532000000003,200999.643,7942.0,246.202,2724.1059999999998
Bijapur,396449.0,26958.532000000003,200999.643,7942.0,230.31799999999998,5448.2119999999995
Bijapur,396449.0,26958.532000000003,200999.643,131041.0,4062.271,44947.062999999995
Bijapur,396449.0,26958.532000000003,200999.643,131041.0,3800.189,89894.12599999999
Sheopur,150146.0,7957.737999999999,50749.348,26376.0,844.032,14243.04
Morena,319298.0,16603.496000000003,129315.69,95288.0,2001.0480000000002,55743.479999999996
Bhind,271211.0,12475.706,114993.46399999999,88385.0,2209.625,46932.435000000005
Gwalior,172720.0,7772.4,78933.04000000001,272172.0,5443.4400000000005,183716.1
Datia,160453.0,4332.231000000001,77980.158,43401.0,1302.03,25432.985999999997
Shivpuri,367859.0,15450.078000000001,148982.89500000002,66759.0,1869.2519999999997,41457.339
Tikamgarh,322772.0,9360.387999999999,165582.036,60220.0,1625.9400000000003,36553.54
Chhatarpur,375869.0,9772.594000000001,189062.107,95048.0,1520.768,62161.392
Panna,256744.0,7702.32,122980.37599999999,32179.0,740.117,18406.388000000003
Sagar,448408.0,21075.176,188331.36,165507.0,4137.675,98476.665
Damoh,303387.0,15169.35,119534.47799999999,66514.0,1928.906,39575.83
Satna,461831.0,10160.282000000001,259087.19100000002,114173.0,2625.979,79464.408
Rewa,523910.0,11002.11,319585.1,94489.0,2267.736,66709.234
Umaria,138100.0,5800.200000000001,64492.700000000004,29966.0,629.2860000000001,20047.254
Neemuch,174235.0,4878.58,86769.03,67962.0,951.4679999999998,45942.312
Mandsaur,302287.0,6952.601,139354.307,81832.0,1391.144,53027.136
Ratlam,266716.0,9335.060000000001,95484.328,107151.0,1500.1139999999998,71041.113
Ujjain,300765.0,11429.07,113989.935,188684.0,3584.996,120569.076
Shajapur,312611.0,13754.884000000002,107538.184,73997.0,1775.928,44398.2
Dewas,274995.0,17049.69,114122.92499999999,101014.0,2626.364,63032.736
Dhar,412348.0,19380.356,144734.14800000002,103364.0,3100.92,64292.408
Indore,200371.0,9217.066,103992.549,587947.0,15874.569000000001,416854.42300000007
Khargone (West Nimar),383543.0,24163.209,135007.13600000003,76620.0,2451.84,48960.18
Barwani,250358.0,13018.616000000002,81115.992,48912.0,2005.3919999999998,26608.128
Rajgarh,331894.0,21573.11,89943.274,69823.0,2234.3360000000002,39170.703
Vidisha,292579.0,8777.369999999999,144534.026,83830.0,1760.43,52645.24
Bhopal,118893.0,5112.398999999999,56236.388999999996,581826.0,15127.476,384586.986
Sehore,270427.0,17848.182,129534.533,59220.0,1480.5,36775.62
Raisen,251272.0,18091.584000000003,108298.232,,,
Betul,318945.0,15309.36,150860.985,87704.0,2631.12,56042.856
Harda,112714.0,8678.978,54666.29,31845.0,1401.18,20603.715
Hoshangabad,209650.0,21384.3,92665.3,105746.0,3595.364,68840.646
Katni,276151.0,12150.644000000002,129790.96999999999,72880.0,1749.1200000000001,47809.27999999999
Jabalpur,272284.0,15520.188,126339.776,352477.0,10221.832999999999,227700.14199999996
Narsimhapur,,,,53059.0,3130.481,29341.626999999997
Dindori,218021.0,5886.567000000001,98545.492,9774.0,537.57,5248.638
Mandla,279674.0,12025.981999999998,142074.392,37258.0,1490.32,23919.636000000002
Chhindwara,413142.0,21070.242,177651.06,140802.0,5209.674000000001,84762.804
Seoni,335045.0,16417.205,154790.79,47542.0,1663.9700000000003,31140.010000000002
Balaghat,400074.0,21603.996000000003,214039.59000000003,70793.0,2406.962,46015.450000000004
Guna,212765.0,6170.1849999999995,97871.90000000001,72320.0,2386.56,42813.44
Ashoknagar,169606.0,4579.362000000001,86838.272,37135.0,631.2950000000001,19904.36
Shahdol,233594.0,6774.226,117497.782,57846.0,1561.842,37426.362
Anuppur,,,,,,
Sidhi,,,,25916.0,388.74,17493.300000000003
Singrauli,228732.0,4345.907999999999,119855.568,58593.0,1523.4180000000001,40253.391
Jhabua,211080.0,10765.08,45171.12,24713.0,444.83400000000006,15791.607
Alirajpur,135866.0,5434.64,21874.426,14662.0,381.21200000000005,8430.65
Khandwa (East Nimar),265663.0,21253.04,102545.918,63425.0,2790.7000000000003,38689.25
Burhanpur,115979.0,7422.656,51146.739,62861.0,2451.579,32561.998
Kachchh,488293.0,5371.223000000001,356453.89,250982.0,2509.82,192503.19400000002
Banas Kantha,666773.0,26670.920000000002,378060.291,137424.0,2061.36,100869.21600000001
Patan,301483.0,11456.354,176066.072,102655.0,1539.825,74322.22000000002
Mahesana,476005.0,12376.130000000001,305595.21,183738.0,2388.594,140375.832
Sabar Kantha,544024.0,11424.504,304653.44,,,
Gandhinagar,237624.0,5465.352,143524.896,195634.0,2543.242,144377.892
Ahmadabad,353169.0,7063.38,200953.161,1845383.0,11072.298,1378501.101
Surendranagar,340788.0,7838.124,204813.588,159810.0,2237.3399999999997,117939.78
Rajkot,459474.0,6892.11,311523.372,721532.0,7936.852000000001,544756.66
Jamnagar,347158.0,5554.528,233637.33399999997,299167.0,2991.67,224375.25
Porbandar,96015.0,2208.345,63657.94499999999,87557.0,1138.2410000000002,63741.496
Junagadh,489237.0,8317.029,314090.154,287506.0,4025.0839999999994,213041.946
Amreli,313714.0,5333.138000000001,212070.664,116899.0,1168.99,85219.37100000001
Bhavnagar,387251.0,5808.764999999999,245904.385,356826.0,3925.0860000000002,256201.068
Anand,413078.0,8674.638,230497.52399999998,208909.0,2715.8170000000005,149369.935
Kheda,461479.0,11536.975,252429.013,160547.0,2408.205,116396.575
Panch Mahals,463363.0,12047.438000000002,192295.645,104238.0,1146.6180000000002,75781.026
Dohad,323697.0,6797.637000000001,89340.372,52807.0,580.8770000000001,37862.619000000006
Vadodara,547454.0,10949.08,274274.454,692971.0,5543.768,542596.293
Narmada,138121.0,1795.573,72513.52500000001,22248.0,422.712,13549.032
Bharuch,,,,181319.0,1087.914,141247.50100000002
The Dangs,52102.0,573.1220000000001,29489.732000000004,7516.0,52.611999999999995,5298.78
Navsari,267739.0,3748.3459999999995,157162.79300000003,141417.0,1272.7530000000002,109739.59199999999
Valsad,,,,235981.0,2123.829,172974.073
Surat,369840.0,4438.08,233369.04,1529998.0,7649.99,1201048.43
Tapi,192272.0,1922.72,97866.448,,,
Diu,9788.0,29.364,8417.68,9062.0,18.124,7920.188000000001
Daman,,,,61073.0,366.438,37743.114
Dadra AND Nagar Haveli,48221.0,,,60562.0,,
Nandurbar,333440.0,13004.16,151381.75999999998,71572.0,2361.876,47022.804000000004
Dhule,382777.0,13014.418000000001,222776.21400000004,146013.0,2336.208,107319.555
Jalgaon,796223.0,43792.265,437922.65,373565.0,6350.6050000000005,260374.80500000002
Buldana,575405.0,38552.135,262960.085,152787.0,5347.545,92283.348
Akola,308158.0,21879.217999999997,136822.152,196077.0,7254.849000000001,120195.201
Washim,274925.0,18419.975000000002,127015.35,55921.0,1453.9460000000001,33496.679
Amravati,,,,272894.0,7913.9259999999995,174106.372
Wardha,268486.0,25506.170000000002,121892.64399999999,120218.0,4448.066000000001,83791.94600000001
Nagpur,430844.0,35760.052,221884.66,877522.0,24570.615999999998,624795.6640000001
Bhandara,283843.0,22991.283,134541.582,72575.0,2467.55,50947.65
Gondiya,319702.0,16624.504,170401.16599999997,66813.0,2204.829,44831.522999999994
Gadchiroli,293586.0,25541.982,140040.522,37254.0,1490.16,25258.211999999996
Chandrapur,451324.0,50548.28799999999,210316.98400000003,233331.0,7933.254000000001,162865.038
Yavatmal,629243.0,50968.683000000005,277496.163,168889.0,6586.671,109777.85
Nanded,591119.0,46107.282,238812.07599999997,230563.0,9222.52,136262.733
Hingoli,242456.0,14547.359999999999,112499.58399999999,41913.0,1299.3029999999999,23555.106000000003
Parbhani,293480.0,24358.84,128544.23999999999,133759.0,5885.396000000001,77178.94300000001
Jalna,404746.0,27927.474000000002,207229.952,98084.0,3040.604,56986.804
Nashik,904661.0,50661.015999999996,531036.0070000001,764271.0,19106.775,547218.036
Thane,713994.0,41411.651999999995,394124.688,2904157.0,31945.727000000003,2215871.791
Mumbai Suburban,0.0,,,3078829.0,43103.60599999999,2170574.445
Mumbai,0.0,,,,,
Pune,1165718.0,57120.182,810174.0099999999,2056739.0,26737.607000000004,1581632.291
Ahmadnagar,1041393.0,77063.08200000001,635249.73,282011.0,7050.275000000001,204175.96400000004
Bid,563114.0,45049.12,282683.228,135457.0,3928.2529999999997,87640.679
Latur,428616.0,24431.112,228452.32799999998,157016.0,4082.416,102845.48000000001
Osmanabad,367158.0,22763.796,200835.426,77832.0,2179.296,49890.31199999999
Solapur,779929.0,60834.462,481216.19299999997,376302.0,7149.737999999999,243467.394
Satara,774522.0,41049.666,501115.734,200949.0,5425.6230000000005,149305.107
Ratnagiri,538538.0,22080.057999999997,357589.232,100824.0,1915.656,81163.32
Sindhudurg,295847.0,13608.962,197625.79599999997,44989.0,1349.6699999999998,32077.157
Kolhapur,,,,382818.0,4593.816,283668.138
Sangli,626872.0,31970.471999999998,410601.16000000003,226801.0,5443.224,159214.30200000003
Adilabad,,,,220248.0,6166.9439999999995,159019.05599999998
Nizamabad,565165.0,24302.094999999998,334577.68000000005,155133.0,3412.9260000000004,108127.70100000002
Karimnagar,877236.0,44739.036,536868.432,288044.0,5184.792,216033.0
Medak,593653.0,26120.732000000004,355598.147,195479.0,2345.748,152082.662
Hyderabad,0.0,,,1066289.0,9596.601,837036.865
Rangareddy,432098.0,9506.156,305925.38399999996,1129224.0,7904.567999999999,924834.4560000001
Mahbubnagar,848963.0,52635.706,526357.0599999999,161052.0,2737.884,124815.3
Nalgonda,833504.0,49176.736000000004,487599.83999999997,197433.0,3356.3610000000003,140769.729
Warangal,758738.0,64492.73,391508.808,288249.0,8359.221,205521.53699999998
Khammam,669262.0,34801.624,401557.2,201363.0,4429.986000000001,147800.442
Srikakulam,752752.0,26346.320000000003,477997.52,149684.0,2544.628,112712.052
Vizianagaram,592458.0,19551.114,383320.326,157056.0,2984.064,119990.784
Visakhapatnam,718847.0,23003.104,476595.5609999999,660493.0,7265.423000000001,534999.3300000001
East Godavari,1199479.0,46779.681,774863.4339999999,406362.0,6908.154,308428.75800000003
West Godavari,1007255.0,48348.24,647664.965,248373.0,5464.206,188018.361
Krishna,909292.0,40008.848000000005,581037.588,567042.0,9639.714,437189.3819999999
Guntur,1069877.0,44934.834,682581.526,513113.0,9749.146999999999,385347.86299999995
Prakasam,873486.0,36686.412000000004,569512.872,,,
Sri Potti Sriramulu Nellore,689137.0,29632.890999999996,458965.24199999997,264376.0,5023.144,209914.54400000002
Y.S.R.,590589.0,15355.314000000002,437626.449,293504.0,3228.5440000000003,229520.128
Kurnool,783853.0,25867.149,534587.746,306982.0,4297.748,234841.23
Anantapur,902997.0,26186.912999999997,664605.792,,,
Chittoor,,,,395900.0,4750.8,323846.19999999995
Belgaum,962777.0,45250.519,532415.681,356198.0,6767.762,251475.788
Bagalkot,324799.0,16889.548000000003,165322.691,165858.0,6136.746000000001,101836.812
Bidar,287134.0,14356.7,107962.384,102269.0,3068.0699999999997,67702.07800000001
Raichur,330446.0,23461.665999999997,161918.54,125402.0,4514.472000000001,81009.692
Koppal,272968.0,14194.336000000001,147129.752,64681.0,2393.197,44371.166
Gadag,180066.0,9183.366,92733.99,111906.0,3804.804,66807.882
Dharwad,199707.0,7788.573,107442.36599999998,283397.0,5667.9400000000005,192993.357
Uttara Kannada,334281.0,21393.984,150092.169,140511.0,4496.352,82479.95700000001
Haveri,315076.0,15753.800000000001,153757.088,98488.0,2856.1519999999996,65002.08
Bellary,371604.0,20066.616,199179.744,251876.0,7556.28,169008.79599999997
Chitradurga,349704.0,20632.536,167508.216,97644.0,1952.88,63566.24399999999
Davanagere,354680.0,20571.44,166344.91999999998,176011.0,4928.307999999999,115111.194
Shimoga,352444.0,25728.411999999997,162124.24000000002,201662.0,6453.184,127853.708
Udupi,269817.0,11332.314,163509.10199999998,115572.0,2427.012,83442.984
Chikmagalur,311660.0,17141.3,148973.47999999998,80766.0,2342.214,52336.368
Tumkur,685443.0,39755.693999999996,353003.145,204799.0,5119.975,140696.913
Bangalore,300576.0,7514.400000000001,204091.10400000002,2967384.0,32641.224000000002,2329396.44
Mandya,458867.0,20649.015,215208.623,103435.0,3206.485,67439.62
Hassan,496103.0,30758.386,207371.054,132878.0,3189.072,88762.50399999999
Dakshina Kannada,332919.0,12318.003000000002,165127.824,317373.0,5077.968,215813.64
Kodagu,181182.0,8334.372,99287.73599999999,31792.0,1017.344,19806.416
Mysore,540596.0,28651.588,240024.624,380386.0,8368.492,260564.41000000003
Chamarajanagar,262680.0,18387.600000000002,117155.28,57200.0,2574.0,32718.400000000005
Gulbarga,400704.0,14826.048000000003,208766.784,199303.0,2989.545,137319.76700000002
Yadgir,207787.0,11428.285,88101.688,55208.0,1601.032,34118.544
Kolar,326567.0,16654.916999999998,171121.108,151042.0,2416.672,99687.72
Chikkaballapura,315649.0,15466.801000000001,174869.54599999997,94053.0,1504.848,64708.46399999999
Bangalore Rural,231052.0,8548.924,133548.05599999998,95410.0,1621.97,64687.979999999996
Ramanagara,266950.0,18152.600000000002,124398.70000000001,84834.0,2714.688,51918.407999999996
North Goa,115859.0,2085.4620000000004,85851.519,209230.0,2301.53,163199.4
South Goa,88620.0,1772.4,65135.7,162873.0,2443.095,118734.41700000002
Lakshadweep,5289.0,,,15953.0,,
Kasaragod,251641.0,19124.716,151739.523,166164.0,4486.428000000001,130438.74
Kannur,306288.0,18989.856,191736.288,566191.0,11890.011,443327.55299999996
Wayanad,266183.0,23956.469999999998,147731.565,11805.0,649.275,6421.92
Kozhikode,323793.0,21370.338,214674.75899999996,666543.0,23995.548000000003,513238.11
Malappuram,634543.0,26650.806,432758.32600000006,522586.0,13064.650000000001,397687.94599999994
Palakkad,665899.0,35958.546,392214.511,228442.0,7538.586,155797.44400000002
Thrissur,336748.0,17174.147999999997,200028.31199999998,715119.0,29319.878999999997,479844.84899999993
Ernakulam,369694.0,18484.7,241040.488,804997.0,24954.907,598112.771
Idukki,391610.0,32503.63,184839.92,20823.0,291.522,15575.604
Kottayam,481967.0,22170.482,289662.167,196194.0,5101.044000000001,138120.576
Alappuzha,331419.0,25519.263,205811.199,392117.0,25487.605,260365.68800000002
Pathanamthitta,414992.0,20334.608,268084.83199999994,57848.0,1619.744,42286.888
Kollam,523715.0,39278.625,326274.445,401415.0,22077.825,279786.255
Thiruvananthapuram,559293.0,57047.886,309289.029,609824.0,37199.263999999996,412241.024
Thiruvallur,387237.0,12778.821,245508.258,732196.0,7321.96,584292.4079999999
Chennai,0.0,,,1314125.0,11827.125000000002,1063127.125
Kancheepuram,438799.0,10092.377,285658.149,774705.0,6197.64,622862.8200000001
Vellore,653499.0,15030.476999999999,446993.31600000005,486801.0,7302.014999999999,368508.357
Tiruvannamalai,563102.0,12951.346,378404.544,147061.0,1911.7930000000001,113678.153
Viluppuram,808042.0,16160.84,495329.746,159272.0,2389.08,117224.192
Salem,572813.0,13174.699,360872.19,597539.0,7768.0070000000005,420069.91699999996
Namakkal,370357.0,6666.426,264805.255,257127.0,3085.524,185645.694
Erode,411286.0,8225.72,278029.33599999995,432398.0,4756.378000000001,318244.928
The Nilgiris,112126.0,2354.646,70527.254,151979.0,2887.601,93011.148
Dindigul,443818.0,7988.724000000001,291588.42600000004,269724.0,3776.1359999999995,192582.93600000002
Karur,212241.0,4669.302000000001,144323.88,152420.0,1371.7800000000002,118735.18000000001
Tiruchirappalli,452707.0,10864.968,301955.569,423020.0,5076.24,324033.31999999995
Perambalur,155413.0,3419.0860000000002,103349.645,33179.0,298.61100000000005,26941.348
Ariyalur,223955.0,7614.47,128550.16999999998,30322.0,606.44,20649.282
Cuddalore,497429.0,11938.296,288508.82,260780.0,3911.7,185153.8
Nagapattinam,399016.0,12768.512,205892.256,118724.0,2849.376,77882.94399999999
Thiruvarur,321331.0,13174.570999999998,162593.486,86848.0,1476.4160000000002,60359.35999999999
Thanjavur,479070.0,21558.149999999998,247679.19,274302.0,5486.04,185428.15199999997
